time(t), H.Exact(u), C.D(u1), C.D(v1), C.D(a1), N.L.A(u2), N.L.A(v2), N.L.A(a2)
0.72, 0.0026152662543125686, 7.559771902342643e-05, -4.6263895148191344e-05, -0.005463613110362736, 7.041271581128568e-05, -4.86123364907037e-05, -0.005039074271598429
0.74, 0.0026192660334884727, 7.357971849839005e-05, -9.348211132570912e-05, 0.0007417914926109592, 6.884642466690379e-05, -8.732825595989357e-05, 0.001167482324679444
0.76, 0.0026258353742588604, 7.185843457039806e-05, -0.0002448955006232004, -0.01588313042236009, 6.622861317370729e-05, -0.00022969003530648157, -0.015403660259338238
0.78, 0.002636590913178503, 6.378389847346203e-05, -0.0003887444898823919, 0.0014982314964409383, 5.971309344779962e-05, -0.0003639112856798053, 0.0019815352220058646
0.8, 0.002652951573403761, 5.630865497510238e-05, -0.0004075737248415622, -0.003381154992357951, 5.25027188021139e-05, -0.00037354897771330585, -0.002945304425355913
0.82, 0.002676096047094051, 4.7480949479799545e-05, -0.00047843090207562753, -0.003704562731048561, 4.441838203479446e-05, -0.00043609951541774566, -0.00330974934508807
0.84, 0.0027069287198717446, 3.717141889207728e-05, -0.000529735241886453, -0.001425871250033982, 3.518212352794301e-05, -0.0004801422517413453, -0.0010945242872718863
0.86, 0.002746054975247868, 2.6291539804341427e-05, -0.0005879431057260698, -0.004394915133927698, 2.5158126648394956e-05, -0.0005323697855767986, -0.004128229096273417
0.88, 0.00279376650071654, 1.365369466303449e-05, -0.0005440298543627291, 0.00878624027026177, 1.4555104920762203e-05, -0.00048443139702858146, 0.008922067951095153
0.9, 0.0028500368867985775, 4.530345629832261e-06, -0.0004933921928538493, -0.0037224741193737847, 5.8095030606916495e-06, -0.00043219816446437177, -0.0036987446946741553
0.92, 0.002914527476477594, -6.081993051119481e-06, -0.0005636399788578397, -0.0033023044810252563, -3.5507117114277766e-06, -0.0005026484399424289, -0.0033462828531315436
0.94, 0.0029866030959399643, -1.8015253524481325e-05, -0.0005888225926665255, 0.0007840431001566792, -1.4006359783378306e-05, -0.0005295875023764062, 0.000652376609733829
0.96, 0.003065356988598969, -2.9634896757780498e-05, -0.0006006515327485675, -0.0019669371083608886, -2.4656437666155886e-05, -0.0005448604437611629, -0.002179670748209489
0.98, 0.0031496439926035923, -4.204131483442403e-05, -0.0005890750216187757, 0.0031245882213400728, -3.565610553856298e-05, -0.0005384325858566432, 0.0028224565386614775
1.0, 0.003238120755917066, -5.3197897622531526e-05, -0.0005360498395627799, 0.002177929984259509, -4.5929406324054833e-05, -0.0004923545114971062, 0.0017853508972922316
1.02, 0.003329291579822285, -6.348330841693522e-05, -0.0004142791591539913, 0.009999138056619346, -5.490559210032798e-05, -0.0003795723524196815, 0.009492865010450269
1.04, 0.003421558327095584, -6.976906398869118e-05, -0.0003864700006494361, -0.007218222206163826, -6.174835188424465e-05, -0.00036219791285264057, -0.007755421053746173
1.06, 0.003513272729157817, -7.894210844291267e-05, -0.00037255147516938273, 0.008610074754169163, -6.949056774522238e-05, -0.0003593823429039154, 0.008036978048618706
1.08, 0.003602789379578433, -8.467112299546649e-05, -0.0001735119784305985, 0.01129387491970926, -7.489770679120445e-05, -0.00017267595157566642, 0.010633661084206186
1.1, 0.003688517709893123, -8.588258758013661e-05, -8.346532740220554e-05, -0.0022892098168699644, -7.713011313142605e-05, -9.584565872397031e-05, -0.0029506317990365682
1.12, 0.003768971306535598, -8.800973609155471e-05, -8.452216463977039e-05, 0.0021835260931134795, -7.933601305345571e-05, -0.0001096873528661423, 0.001566462384819372
1.14, 0.0038428130418063115, -8.926347416572742e-05, 7.869410370414688e-05, 0.014138100741278246, -8.04205956858224e-05, 4.102268702908746e-05, 0.013504541604703605
1.16, 0.003908894652648192, -8.486197194338884e-05, 0.00044560424076269835, 0.0225529129645769, -7.634377774710956e-05, 0.00039443190070171383, 0.021836379762559022
1.18, 0.0039662896026037365, -7.143930453521949e-05, 0.0006470125267493163, -0.002412084365915102, -6.574921770183594e-05, 0.0005819564077620263, -0.003083929056527806
1.2, 0.0040143182975261645, -5.898147087341618e-05, 0.0007319467604430438, 0.010905507735287858, -5.383351458249885e-05, 0.0006542819429417892, 0.010316482574504064
1.22, 0.00405256498630166, -4.216143411749773e-05, 0.0009049188087101603, 0.006391697091423776, -3.898042883805817e-05, 0.0008162341500374821, 0.005878738135065217
1.24, 0.004080885955232771, -2.2784718525009772e-05, 0.0010626865335105085, 0.009385075388611042, -2.1274405429634692e-05, 0.0009646478298379056, 0.008962629844977116
1.26, 0.0040994089096802935, 3.4602722292260503e-07, 0.001090458331626344, -0.006607895577027474, -1.2433994698329768e-06, 0.0009857289358446747, -0.00685451924430025
1.28, 0.004108523719829806, 2.0833614740043994e-05, 0.0008191926250413531, -0.020518675081471618, 1.6193530146510593e-05, 0.0007126267632051886, -0.02045569801964836
1.3, 0.00410886498002489, 3.3113732224576734e-05, 0.0006642938483178006, 0.005028797409116358, 2.8072300225439627e-05, 0.0005611189656254616, 0.005304918261675673
1.32, 0.004101287084479408, 4.740536867275602e-05, 0.0008407423567861192, 0.012616053437715507, 4.0865996250606855e-05, 0.0007437672899074039, 0.01295991416651851
1.34, 0.004086832748598315, 6.67434264960215e-05, 0.0011258837722592954, 0.01589808810960211, 5.855283650944099e-05, 0.001035892317345128, 0.01625258857725384
1.36, 0.004066696097851056, 9.244071956312783e-05, 0.001289621240931616, 0.000475658757629939, 8.149765698587942e-05, 0.0012074125510029708, 0.0008994347885303289
1.38, 0.00404218159960111, 0.00011832827613328614, 0.0012258014330622602, -0.006857639544565505, 0.00010534674843918329, 0.0011535442681043357, -0.006286263078393917
1.4, 0.004014660223298758, 0.00014147277688561825, 0.001146668533405861, -0.0010556504210744307, 0.00012755522812757692, 0.0010870460478343146, -0.00036355894860823357
1.42, 0.003985524278253841, 0.00016419501746952058, 0.0012027017457043431, 0.00665897165092266, 0.00014974000724025227, 0.0011572603607187563, 0.007384990237052302
1.44, 0.003956142394606236, 0.00018958084671379197, 0.0011409349357067572, -0.012835652650681255, 0.00017306830381126756, 0.0011108738618442581, -0.012023640124502133
1.46, 0.00392781608242514, 0.00020983241489779087, 0.000760287662168062, -0.025229074703188265, 0.00019206767965911062, 0.0007483950547329638, -0.02422424058662731
1.48, 0.0039017392279123123, 0.00021999235320051445, 0.00029567638734511907, -0.021232052779106024, 0.00020246909880270106, 0.00030566516793891277, -0.02004874809277782
1.5, 0.0038789617676909167, 0.00022165947039159563, -2.5425401825514846e-05, -0.010878126137957364, 0.00020526737448677018, 8.898497660319172e-06, -0.009627918935081553
1.52, 0.003860358626646658, 0.00021897533712749386, -0.00022403542018873966, -0.008982875698365115, 0.0002036446774836436, -0.00016492235643880948, -0.007754166474831313
1.54, 0.0038466048173852606, 0.00021269805358404604, -0.0004684272187903209, -0.01545630416179301, 0.0001983616735533844, -0.00038506421191294814, -0.014260019072582543
1.56, 0.0038381573866316807, 0.00020023824837588102, -0.0006677001155184133, -0.004470985511016235, 0.000188533740786937, -0.0005614613004153901, -0.0033796897776616347
1.58, 0.003835244663065499, 0.0001859900489633095, -0.0006487831359227683, 0.00636268347058074, 0.00017733525848336368, -0.0005230528469286026, 0.007220535126340438
1.6, 0.003837863019856131, 0.0001742869229389703, -0.0006748439526931727, -0.008968765147621178, 0.00016728210284917925, -0.0005340730025338645, -0.008322550686866603
1.62, 0.0038457811214184616, 0.0001589962908555826, -0.000830472141838403, -0.006594053766901845, 0.00015508212806384318, -0.0006786247058640149, -0.006132619646148391
1.64, 0.0038585513854812554, 0.00014106803726543417, -0.0009607042138972054, -0.006429153438978376, 0.0001402805121526623, -0.0008016667784876184, -0.006171587616211949
1.66, 0.0038755281659654797, 0.00012056812229969438, -0.0011143510152664916, -0.008935526697950195, 0.00012283283850016968, -0.0009521016147365361, -0.008871896008679825
1.68, 0.0038958919563817735, 9.649399665477451e-05, -0.0012216552504994676, -0.0017948968253474141, 0.00010247781488211274, -0.0010603313531486703, -0.0019510778325336209
1.7, 0.003918678733693611, 7.170191227971567e-05, -0.0013384815021994028, -0.009887728344646112, 8.03286910405807e-05, -0.0011821950916071319, -0.010235296013312467
1.72, 0.00394281341413117, 4.2954736566798394e-05, -0.0016571563642183795, -0.021979757857251564, 5.382610619417021e-05, -0.0015086445836141851, -0.022409653187392853
1.74, 0.0039671462794632385, 5.415657710980485e-06, -0.0017575333271846148, 0.011942061560628043, 2.141916675605423e-05, -0.0016196552166150972, 0.011308589887301657
1.76, 0.0039904911577159285, -2.7346596520586208e-05, -0.0014658548564133575, 0.01722578551649772, -8.381733709899121e-06, -0.0013439105355358247, 0.01626587822062564
1.78, 0.004011664107961584, -5.321853654555381e-05, -0.0013356156590021285, -0.004201865775374819, -3.344809314847523e-05, -0.0012347916269210227, -0.005353987359145385
1.8, 0.004029521364971345, -8.077122288067135e-05, -0.001430548604227479, -0.005291428747160232, -5.929193265837062e-05, -0.0013534527990508086, -0.0065121298538331485
1.82, 0.004042995345311043, -0.00011044048071465297, -0.0014482574706000022, 0.0035205421099079146, -8.708066897540109e-05, -0.001396283550914622, 0.0022290546674517686
1.84, 0.004051127599695102, -0.00013870152170467143, -0.001306299045628747, 0.010675300387217604, -0.00011409001369893637, -0.0012811251533755659, 0.009286785086453864
1.86, 0.004053097713772113, -0.00016269244253980285, -0.001083421147736087, 0.011612489402048396, -0.00013779805377564497, -0.0010868235556196974, 0.010143374689133067
1.88, 0.004048247306643852, -0.0001820383676141149, -0.0007703611470938923, 0.019693510662171065, -0.0001569723078499854, -0.0008039247468029987, 0.01814650619253677
1.9, 0.004036098448088717, -0.00019350688842355854, -0.0003282025828294649, 0.02452234576427167, -0.00016910497025907426, -0.00039351492968269723, 0.02289447551949339
1.92, 0.00401636600575261, -0.0001951664709272935, 0.00028507333042993575, 0.03680524556166839, -0.00017158479429971844, 0.00018611149807383303, 0.03506816725615963
1.94, 0.0039889636360776306, -0.0001821039552063611, 0.0008436097567406023, 0.01904839706939826, -0.0001620327431508345, 0.0007099030036233255, 0.017310983298789606
1.96, 0.003954003340778115, -0.00016142208065766941, 0.0012294082289884339, 0.019531450155384905, -0.00014433258531263454, 0.001062107835495447, 0.017909499888422498
1.98, 0.003911788717503584, -0.00013292762604682375, 0.0015352767077897777, 0.011055397724749437, -0.00012005977739116534, 0.0013376105183452616, 0.009640768396558974
2.0, 0.0038628022323667797, -0.0001000110123460783, 0.001678514348524145, 0.0032683663486872765, -9.187733034568725e-05, 0.0014557383361656, 0.0021720133854747914
2.02, 0.0038076870270457737, -6.578705210585796e-05, 0.0016643698923102265, -0.00468281197007905, -6.283060130104694e-05, 0.001423812550510098, -0.005364591951025011
2.04, 0.003747223938533934, -3.343621665366924e-05, 0.0016021466492998006, -0.0015395123309635353, -3.5188595039858684e-05, 0.0013523217576682917, -0.001784487333155671
2.06, 0.0036823045503806317, -1.701186133865929e-06, 0.0017494041972148924, 0.01626526712247269, -7.290249389030229e-06, 0.0014979532056192408, 0.016347632128250578
2.08, 0.003613901206382508, 3.6539951234926457e-05, 0.0020560705316081153, 0.014401366316849603, 2.5831595509214674e-05, 0.0018088940022157477, 0.014746447531400086
2.1, 0.003543034998080546, 8.054163513045868e-05, 0.0021576497310368745, -0.004243446373973689, 6.373913226040958e-05, 0.0019208780329337408, -0.0035480444596008853
2.12, 0.003470742784090098, 0.00012284594047640143, 0.0018206448387360612, -0.02945704285610764, 9.980076866835397e-05, 0.0016029698399201851, -0.028242774841754748
2.14, 0.0033980443113501013, 0.00015336742867990113, 0.0016652516196062343, 0.013917720943124963, 0.00012912497341381396, 0.001475118780396177, 0.015457668889353904
2.16, 0.0033259104860553007, 0.0001894560052606508, 0.0018101590764281726, 0.0005730247390688624, 0.00016084156056571142, 0.0016526738230987267, 0.0022978353809010033
2.18, 0.0032552337866566874, 0.00022577379173702804, 0.0016844196954482321, -0.013146962837062912, 0.00019345628539670475, 0.001563882724642535, -0.011176945226520296
2.2, 0.0031868017252375254, 0.0002568327930785801, 0.0012651652015618002, -0.028778486551580287, 0.0002214769570308045, 0.0011871047480950948, -0.026500852428223753
2.22, 0.0031212741500903705, 0.00027638039979950004, 0.0006622273966370374, -0.03151529394089598, 0.00023975622202104373, 0.0006326887766279325, -0.028940744718492506
2.24, 0.0030591650455461064, 0.0002833218889440616, -0.00016128379045996514, -0.05083582476880427, 0.00024535509961925506, -0.00013613846633924224, -0.04794197957822502
2.26, 0.003000829329820936, 0.00026992904818110144, -0.0013623905146633386, -0.06927484765153308, 0.00023184033922900838, -0.001275517330076266, -0.06599590679547734
2.28, 0.002946454983139482, 0.00022882626835752805, -0.002348828594932464, -0.0293689603753795, 0.00019579947573403688, -0.0021951357961384195, -0.025965939810737915
2.3, 0.0028960606622773846, 0.00017597590438380288, -0.002795512264573152, -0.015299406588689383, 0.00014762794847550807, -0.002575798098395105, -0.012100290414930548
2.32, 0.0028494987797036413, 0.00011700577777460196, -0.0030188695494128334, -0.007036321895278761, 9.421652347226019e-05, -0.0027391146495476673, -0.0042313647003257016
2.34, 0.00280646385140666, 5.5221122407289544e-05, -0.003101952744441442, -0.0012719976075821159, 3.8936716917776326e-05, -0.0027714280370739882, 0.0010000259476937723
2.36, 0.0027665057527482494, -7.072332003055725e-06, -0.0030703690184501115, 0.004430370206715157, -1.5954470835573095e-05, -0.0027008223483313736, 0.006060542926567769
2.38, 0.0027290473713999543, -6.759363833071493e-05, -0.0026635412697295626, 0.036252404665339785, -6.669506341255122e-05, -0.0022700496191496505, 0.03701672999160466
2.4, 0.0026934060151174366, -0.00011361398279223823, -0.002128139095434297, 0.017287812764186762, -0.00010601564700336855, -0.0017281556002393442, 0.017172671899426062
2.42, 0.0026588178236549116, -0.00015271920214808682, -0.0020614016378459397, -0.010614067005351018, -0.00013904681812087355, -0.0016700911861413246, -0.01136623048962404
2.44, 0.002624464351568914, -0.0001960700483060758, -0.0019348109311037548, 0.02327313767956949, -0.00017250787225812908, -0.001565313443409439, 0.021844004762812674
2.46, 0.0025895004341832863, -0.000230111639392237, -0.0013233515017277407, 0.03787280525803192, -0.00019852611116314396, -0.0009905489965614793, 0.03563243992198334
2.48, 0.002553082423824601, -0.00024900410837518544, -0.00023937926657318016, 0.07052441825742407, -0.00020909672551312785, 3.918144140554179e-05, 0.0673406038747188
2.5, 0.002514395887870498, -0.00023968681005516422, 0.000832947979716302, 0.03670830637152414, -0.0001971496094437686, 0.0010402984888456181, 0.03277110086928878
2.52, 0.0024726818935138584, -0.00021568618918653336, 0.0015393830238072796, 0.033935198037573625, -0.0001700058429278524, 0.0016632569910033077, 0.029524749346480195
2.54, 0.0024272610648529984, -0.00017811148910287303, 0.0019768110812023202, 0.009807607701930385, -0.0001324564131442112, 0.0020106529920747617, 0.00521485076066508
2.56, 0.0023775546835466334, -0.00013661374593844055, 0.002038892216442118, -0.0035994941779506125, -9.208581703838119e-05, 0.0019821349241183283, -0.008066657556308532
2.58, 0.002323102211644362, -9.655580044518831e-05, 0.002282363994496339, 0.02794667198337269, -5.194372788974877e-05, 0.0021377100996212922, 0.02362417510660486
2.6, 0.0022635747405032446, -4.531918615858698e-05, 0.0028508109057810097, 0.028898019145094316, -4.390503762573686e-06, 0.002621321668767629, 0.024736981808028746
2.62, 0.002198784008608675, 1.7476635786052074e-05, 0.003434809911012882, 0.029501881378092922, 5.3042456724012964e-05, 0.003124930917372453, 0.025623943052453413
2.64, 0.0021286867789556013, 9.20732102819283e-05, 0.003932134907261565, 0.020230618246775346, 0.00012007752196449956, 0.0035491585208035493, 0.016798817290656243
2.66, 0.0020533845185349373, 0.00017476203207651467, 0.004458240788835222, 0.03237996991059032, 0.00019526454540607144, 0.004011748301722122, 0.029460160801201063
2.68, 0.0019731184734878074, 0.00027040284183533716, 0.004882786500894508, 0.01007460129533832, 0.0002799489614829326, 0.004384564200072919, 0.00782142903387828
2.7, 0.001888260378830874, 0.000370073492112295, 0.004932340286567742, -0.005119222728014867, 0.000368250308821033, 0.004397859410230446, -0.006491908018126047
2.72, 0.001799299176779918, 0.00046769645329804686, 0.004582262609279032, -0.02988854500085618, 0.0004533302403645918, 0.004031189991254185, -0.03017503387950038
2.74, 0.0017068242384737202, 0.0005533639964834563, 0.0041194665054654885, -0.016391065380498147, 0.0005288910472229082, 0.003573491385034097, -0.015594826742508339
2.76, 0.0016115056867254964, 0.0006324751135166664, 0.003821434225824297, -0.013412162583621018, 0.0005975048283564258, 0.0033010326673845376, -0.011651045022447626
2.78, 0.001514072499341327, 0.0007062213655164281, 0.0033964534429421034, -0.02908591570459834, 0.0006602140738368342, 0.002920831937516663, -0.02636902796434004
2.8, 0.0014152891313013827, 0.0007683332512343505, 0.0025343218810728613, -0.05712724048232586, 0.0007115573728618022, 0.0021235212583552696, -0.053362039951799445
2.82, 0.0013159314282365627, 0.0008075942407593426, 0.0008848930778540743, -0.10781563983955285, 0.0007400607707876493, 0.0005620875716845137, -0.10278132871527618
2.84, 0.001216762612499288, 0.0008037289743485135, -0.0009299885650170735, -0.07367252444756192, 0.0007330940474800353, -0.0011413703523583526, -0.06756446368901042
2.86, 0.0011185101068894097, 0.0007703946981586597, -0.0024478780008697744, -0.07811641913770818, 0.0006965076947054323, -0.0025295675745836523, -0.0712552585335195
2.88, 0.0010218439207202946, 0.0007058138543137225, -0.00386630477701476, -0.06372625847679032, 0.0006326549009253201, -0.0038062313325143253, -0.05641111725954773
2.9, 0.0009273572601152206, 0.0006157425070780693, -0.004817540942956121, -0.03139735811734579, 0.0005474023970383711, -0.004611301745418217, -0.024095924030841154
2.92, 0.000835549941614518, 0.0005131122165954777, -0.005223952753468126, -0.00924382293385472, 0.00045180220020340784, -0.004876466794099654, -0.002420580837302344
2.94, 0.0007468150883500575, 0.00040678439693934423, -0.005466777863947665, -0.015038688114099162, 0.0003533537139005886, -0.004990133548850556, -0.008946094637787505
2.96, 0.0006614294746959561, 0.0002944411020375711, -0.006267627505646871, -0.06504627605582146, 0.00024838670047701517, -0.005675323969457028, -0.059572947422859235
2.98, 0.0005795477622927776, 0.00015607929671346935, -0.0072608875291854166, -0.03427972629803296, 0.0001249658737921186, -0.006566746589591836, -0.02956931459062151
3.0, 0.0005012007417667806, 4.005600870154432e-06, -0.007757208773491431, -0.015352398132568428, -1.1094586294891826e-05, -0.006979882687961677, -0.011744295246362446
3.02, 0.0004262975645303134, -0.00015420905422618787, -0.007753517493694618, 0.015721526112249733, -0.00015106417256191424, -0.006918229611666386, 0.017909602875892272
3.04, 0.00035463182192718744, -0.0003061350988776303, -0.007287580358149087, 0.030872187442303363, -0.00028494631177521893, -0.006424957687421861, 0.03141758954856044
3.06, 0.0002858912086865573, -0.00044571226855215135, -0.006820612078028032, 0.015824640569802064, -0.0004082711371156722, -0.005962984321709871, 0.014779747022638956
3.08, 0.00021967039789000706, -0.0005789595819987516, -0.006452815442137017, 0.020955023019299482, -0.0005243320872584189, -0.005630971348218649, 0.018421550326483516
3.1, 0.00015548665875593382, -0.000703824886237632, -0.006141671262942542, 0.010159394900147991, -0.000634075529261619, -0.005383789107307554, 0.0062966737646259485
3.12, 9.279766931805335e-05, -0.0008246264325164533, -0.0056939488655508436, 0.03461284483902187, -0.0007389459056302117, -0.005025944978320055, 0.029487739134123947
3.14, 3.1020915753572986e-05, -0.0009315828408596658, -0.004371202140162654, 0.09766182769979707, -0.0008294631289868094, -0.0038205709381907765, 0.09104966487880395
3.16, -3.044596970945603e-05, -0.0009994745181229594, -0.0018170897893691768, 0.15774940737955065, -0.0008837774208782262, -0.0014164985561190137, 0.1493575733283724
3.18, -9.220459880040809e-05, -0.0010042664324344328, 0.0013215624571721667, 0.15611581727458368, -0.0008824560985587881, 0.0015376197268700312, 0.14605425497053204
3.2, -0.00015483560844026977, -0.0009466120198360728, 0.0037673385330645485, 0.0884617903146545, -0.0008270657916566091, 0.003772764031881466, 0.07746017553061135
3.22, -0.00021887947220533324, -0.0008535728911118509, 0.004770422651510656, 0.011846621529956226, -0.0007412206833230145, 0.004556636430970135, 0.0009270643782552934
3.24, -0.00028481893674740555, -0.0007557951137756465, 0.0047803020429689124, -0.010858682384130574, -0.0006513615579306418, 0.004356325303133081, -0.02095817716196091
3.26, -0.00035306361542048094, -0.0006623608093930944, 0.004350534030512392, -0.03211811886152146, -0.0005697564282569314, 0.0037377006164100134, -0.040904291510345914
3.28, -0.0004239371930053588, -0.0005817737525551508, 0.0040775436867558105, 0.004819084485863328, -0.0005006249520130177, 0.0033033631188704874, -0.0025294582436068414
3.3, -0.0004976676039685138, -0.000499259061922862, 0.005035677063158402, 0.09099425315439594, -0.0004292489062988803, 0.0041249752018156964, 0.08469066653812773
3.32, -0.000574380445293145, -0.00038034667002881476, 0.007231794170814418, 0.1286174576112058, -0.00032725556353408526, 0.006202144345706589, 0.12302624785096139
3.34, -0.0006540957769931979, -0.00020998729509028526, 0.009631002253759175, 0.11130335068327003, -0.00017970637661325018, 0.008497826868202472, 0.10654200439862671
3.36, -0.000736728352527748, 4.893420121552265e-06, 0.011174661723012626, 0.04306259624207497, 7.101384006056932e-06, 0.009960090312504857, 0.03968434003161159
3.38, -0.0008220912110668777, 0.00023699917383021978, 0.010859301609011749, -0.07459860764216272, 0.00020655068661671483, 0.009600371366272857, -0.07565623465481197
3.4, -0.0009099024574306296, 0.0004392654844820222, 0.008522977013609706, -0.15903385189804145, 0.0003780084111505097, 0.007274478294071632, -0.15693307256531064
3.42, -0.0009997949568446743, 0.000577918254374608, 0.0056075255079298765, -0.13251129866994152, 0.0004940906315595794, 0.004432707198870284, -0.12724403695482422
3.44, -0.0010913285834479576, 0.0006635665047992173, 0.0036110722677559102, -0.06713402534745513, 0.0005618193499870354, 0.0025663337359260827, -0.05939330933959619
3.46, -0.0011840045863786715, 0.0007223611450848445, 0.0026247733259623426, -0.03149586883190164, 0.0006037592407509851, 0.0017522492361362377, -0.022015140639388475
3.48, -0.0012772815774202521, 0.000768557437837711, 0.0017603168523346198, -0.054949778530870616, 0.0006329302595422073, 0.0010913057528047338, -0.044079207693761946
3.5, -0.0013705926012476208, 0.0007927738191782292, 0.00039602474004778534, -0.08147943269781283, 0.0006442539413636922, -4.326715544911283e-05, -0.06937808313162278
3.52, -0.001463362724345535, 0.0007843984274396224, -0.001263883119117899, -0.08451135321875562, 0.0006293723833050066, -0.001451918566588396, -0.07148705798230554
3.54, -0.001555026572152764, 0.0007422184944135133, -0.003027199918813456, -0.09182032675080003, 0.0005855848822727564, -0.0029494174418376803, -0.07826282954262276
3.56, -0.0016450452557973457, 0.0006633104306870842, -0.005157734913548698, -0.12123317272272424, 0.0005090010668519378, -0.0048061091340212, -0.10740633967572899
3.58, -0.0017329221592257242, 0.0005359090978715653, -0.007339900216519984, -0.09698335757440446, 0.00039300077293636905, -0.006713762422535616, -0.0833589891757125
3.6, -0.0018182171033383483, 0.0003697144220262848, -0.009001418979450755, -0.06916851871867276, 0.0002438504048439986, -0.008111440477027214, -0.05640881627344685
3.62, -0.0019005584641719098, 0.00017585233869353513, -0.010112245916143993, -0.04191417495065104, 7.205736088247822e-05, -0.008981987477439161, -0.030645883767747684
3.64, -0.001979652895024171, -3.4775414619474934e-05, -0.01053562403140842, -0.00042363657579165125, -0.0001110873679643907, -0.009201275534474541, 0.008717078064210515
3.66, -0.0020552923851535985, -0.00024557262256280166, -0.010447649845793472, 0.009221055137286466, -0.0002928971891008403, -0.008956092882160469, 0.01580118716719703
3.68, -0.0021273584774851753, -0.0004526814084512138, -0.010165505483824855, 0.01899338105957514, -0.0004683931998600082, -0.008570227721226214, 0.022785328926228754
3.7, -0.002195823561622767, -0.0006521928419157959, -0.00899998865272973, 0.0975583020499373, -0.0006302221287688001, -0.007361737183128655, 0.09806372488352721
3.72, -0.002260749253337669, -0.000812680954560403, -0.006023958556768068, 0.20004470754622897, -0.0007512809065801689, -0.00441597955428328, 0.19651203800101036
3.74, -0.00232228196452556, -0.0008931511841865186, -0.0015403697332576137, 0.2483141748048164, -0.0007973760075503837, -4.742641697577047e-05, 0.24034327572974057
3.76, -0.0023806458554727766, -0.0008742957438907076, 0.0034191174116215517, 0.24763453968309984, -0.0007505834668367774, 0.004710301183695086, 0.23542948433734512
3.78, -0.0024361334414312787, -0.0007563864877216565, 0.006672350497477148, 0.07768876890245946, -0.000620809832666835, 0.007691147914727758, 0.06265518876592191
3.8, -0.0024890941955475116, -0.0006074017239916217, 0.007131679614740595, -0.031755857176114656, -0.0004618248459829317, 0.007838900285470754, -0.0478799516916224
3.82, -0.0025399215480672844, -0.0004711193031320327, 0.006532883426920324, -0.02812376160591241, -0.00031439261576156276, 0.006915833479180063, -0.044426728937446924
3.84, -0.0025890387258154773, -0.0003460863869148087, 0.005817858626201201, -0.043378718465999964, -0.00018595074639685043, 0.0058788807357211936, -0.05926854540844029
3.86, -0.0026368839050645034, -0.00023840495808398466, 0.004883716675763598, -0.05003547657776041, -8.060411375313715e-05, 0.004636918879199009, -0.0649276402437784
3.88, -0.0026838951643957513, -0.00015073771988426477, 0.0036037109411559097, -0.07796509688300847, -2.6054207691273378e-06, 0.0030752425916412388, -0.09123998851199899
3.9, -0.0027304957218714327, -9.425652043774825e-05, 0.0016037680859002752, -0.12202918864255506, 3.786916396544486e-05, 0.0008331024120233417, -0.13297402944979075
3.92, -0.0027770799231242585, -8.658699644825376e-05, -2.1404739248743438e-05, -0.0404880938723468, 3.3528498093557524e-05, -0.0009875644103318764, -0.04909265278573105
3.94, -0.0028240004146795356, -9.511271000769799e-05, 0.00032956463593341293, 0.07558503139056244, 1.1806662215778587e-05, -0.0007922200331457774, 0.06862709050434102
3.96, -0.002871556891239273, -7.340441101091724e-05, 0.001585447766593682, 0.05000328167546447, 8.085445734141313e-06, 0.0003399866890025539, 0.04459358171049213
3.98, -0.0029199867484730867, -3.16947993439507e-05, 0.0024847475334023464, 0.03992669500540197, 2.3253700266355118e-05, 0.001149328984722042, 0.03634064786145663
4.0, -0.002969457906108527, 2.5985490325176626e-05, 0.0031100798575952418, 0.022606537413887517, 5.248820459246412e-05, 0.0017231112008577007, 0.021037573752109184
4.02, -0.003020063992095631, 9.270839495985896e-05, 0.0025156676642709066, -0.08204775674632105, 8.435634952562448e-05, 0.001123623600737561, -0.08098633376412323
4.04, -0.003071821999829859, 0.00012661219689601288, -5.998115853894409e-08, -0.16952500779662352, 8.502389999863935e-05, -0.0013372512928816606, -0.16510115559779892
4.06, -0.003124672449454633, 9.27059957135174e-05, -0.0031201389741144056, -0.14248289149896318, 2.7281393587283382e-05, -0.004335861819962086, -0.13475989711024344
4.08, -0.003178482003753541, 1.8066379314366595e-06, -0.005063919513442152, -0.05189516243381153, -8.018939155613023e-05, -0.006101295160485435, -0.04178343694209119
4.1, -0.0032330484116450016, -0.0001098507848241687, -0.005936805185662155, -0.03539340478818872, -0.00020936559008067463, -0.006756005088289877, -0.023687555838352692
4.12, -0.0032881075802301376, -0.00023566556949504954, -0.00714421613193247, -0.08534768983884283, -0.0003524611189772174, -0.0077154435995181285, -0.0722562952844723
4.14, -0.0033433425119211535, -0.0003956194301014675, -0.008329342697864546, -0.03316496675436483, -0.0005176869250493529, -0.008630420758939363, -0.019241420657650554
4.16, -0.0033983937883142485, -0.0005688392774096314, -0.007878800431476674, 0.0782191933931521, -0.0006867453318202642, -0.00790550529118146, 0.09173296743344128
4.18, -0.003452871238748768, -0.0007107714473605345, -0.006430806243093115, 0.06658022544520385, -0.0008273622954182557, -0.00619886363167022, 0.07893119851768304
4.2, -0.003506366400111172, -0.000826071527133356, -0.005264567177309514, 0.050043681133156215, -0.0009367488410729537, -0.004799566570041091, 0.06099850764522996
4.22, -0.0035584653561799764, -0.000921354134452915, -0.0037424232611959385, 0.10217071047820134, -0.0010171937282383004, -0.003077585011172104, 0.11119964824166906
