Time(s),Displacement(inch),Velocity(inch/s),Acceleration(inch/s^2)
11.58,-0.0029178052412088596,-0.008257231445593673,0.3087384719156884
11.6,-0.00302452057434811,-0.0025802217988571195,0.25896249275796757
11.62,-0.003030996458930544,0.0015994359827695248,0.15900328540469694
11.64,-0.0029742586658278954,0.003721764145811199,0.05322953089947035
11.66,-0.002893721515787701,0.004104748905412079,-0.014931054939382439
11.68,-0.002815715796067185,0.0036406706966470312,-0.03147676593712227
11.7,-0.002749033323582278,0.003035797138813252,-0.029010589846255767
11.72,-0.0026945572202624665,0.002389927118807763,-0.035576412154293253
11.74,-0.002652156767934483,0.0019359777331249245,-0.009818526413990706
11.76,-0.002611073363741899,0.0023887404267777133,0.05509479577926948
11.78,-0.002549017552409564,0.003979942888502101,0.10402545039316896
11.8,-0.002447038283525716,0.006296750051641352,0.12765526592075574
11.82,-0.0022954411110293754,0.00886952311196079,0.12962204011118797
11.84,-0.002093705870991985,0.011225019380575095,0.10592758675024233
11.86,-0.0018526498837630754,0.012649083455683824,0.036478820760629346
11.88,-0.001596696963333394,0.012729982945478266,-0.02838887178118595
11.9,-0.0013470771921715514,0.012266888501131742,-0.01792057265346631
11.92,-0.0011022601180033426,0.012367989849502497,0.028030707490540725
11.94,-0.0008484912592448617,0.013049042039861713,0.04007451154538059
11.96,-0.0005805797277851186,0.013687900523784215,0.023811336846868522
11.98,-0.0003044511690084977,0.013805369400456041,-0.012064449179686151
12.0,-3.295788307881413e-05,0.013233898580337314,-0.045082632832187705
12.02,0.00022183595201988535,0.012202104432452177,-0.05809678195632646
12.04,0.0004522438521692934,0.010737943977070126,-0.08831926358187925
12.06,0.0006488555322504254,0.008899056693848337,-0.09556946474029968
12.08,0.0008100501315414682,0.007336771153362725,-0.060659089308262
12.1,0.0009448356662666638,0.006150878795136504,-0.057930146514360355
12.12,0.0010544198849617166,0.004715176679128517,-0.08564006508643864
12.14,0.0011314062397268783,0.0029740005073815878,-0.08847755208825453
12.16,0.0011741212693202633,0.0013440289451271637,-0.07451960413718792
12.18,0.0011856633082038366,-0.00021155601634648716,-0.08103889201017718
12.2,0.0011643670621601814,-0.0019609359537534946,-0.0938991017305235
12.22,0.0011066711290201668,-0.0037935270461899803,-0.08936000751312491
12.24,0.0010145032810393833,-0.005344523029606322,-0.0657395908285091
12.26,0.0008963534052073926,-0.006376039407300874,-0.037412046940945826
12.28,0.0007615499605298942,-0.007094317417613549,-0.034415754090321285
12.3,0.0006116809992229656,-0.00794755181990898,-0.05090768613922133
12.32,0.00044358088646411344,-0.00881083641261765,-0.03542077313164617
12.34,0.00026302309771389376,-0.00910778775598119,0.005725638795292634
12.36,8.32506846349576e-05,-0.008807542837830971,0.02429885301973012
12.38,-8.769297695780074e-05,-0.008269452093449108,0.02951022141845641
12.4,-0.0002463527199150383,-0.007555159470871985,0.041919040839256336
12.42,-0.0003860615488678045,-0.00626519580956353,0.08707732529158947
12.44,-0.0004904697303691478,-0.004001608858990313,0.13928136976573274
12.46,-0.0005400130122273221,-0.000821088258402867,0.17877069029301185
12.48,-0.0005191788057451401,0.0029796005862029098,0.20129819416756572
12.5,-0.00042030081976664185,0.006859514782693273,0.18669322548147044
12.52,-0.00024770632655018255,0.010303212162267641,0.1576765124759661
12.54,-1.1647585692828836e-05,0.013225621679308113,0.1345644392280805
12.56,0.0002775907621644322,0.015588864427692122,0.1017598356103201
12.58,0.0006051031801629973,0.016931535488297348,0.032507270450201
12.6,0.0009469359938445876,0.01708677837114181,-0.016982982165756028
12.62,0.0012841943012181253,0.016585019185404636,-0.033192936407962
12.64,0.0016075305274268173,0.015662324924574183,-0.059076489675084165
12.66,0.0019069541367876571,0.014179656451728416,-0.08919035760949313
12.68,0.0021706454867548314,0.012086293167714268,-0.12014597079192155
12.7,0.002386172553498554,0.009357933384049047,-0.1526900075746008
